Registration No.,Name,Age,Gender,Education,Interest,Emotional Stability (%),Conscientiousness (%),Openness (%),Thinking Score,Extroversion (%),Agreeableness (%),Neuroticism (%),Dominance (%),Risk Taking (%)
5172,Tanvi,75,Female,School,Dancing,36,79,82,57,70,76,72,30,26
5173,Aryan,35,Female,School,Painting,35,88,89,92,81,35,83,62,100
5176,Tanvi,90,Male,Graduation,Gaming,94,13,53,6,56,56,88,84,46
5182,Aanya,46,Female,Graduation,Reading,90,66,62,46,40,14,77,51,14
5193,Aditya,32,Female,Post Graduation,Writing,96,69,82,55,78,29,100,13,42
5197,Priya,85,Female,School,Painting,20,95,58,24,47,68,34,10,6
5209,Ishita,70,Male,Graduation,Dancing,71,8,36,34,32,23,5,97,88
5211,Vihaan,93,Male,Graduation,Music,84,0,90,5,94,8,78,29,21
5215,Diya,72,Male,School,Photography,92,6,37,16,74,65,57,11,66
5223,Tanvi,6,Male,School,Traveling,5,75,10,46,38,11,73,19,70
5224,Krishna,77,Female,School,Sports,46,99,31,71,75,8,26,75,85
5225,Rohan,25,Male,Graduation,Photography,35,71,61,4,23,100,48,77,53
5227,Tanvi,99,Male,Post Graduation,Cooking,73,53,1,92,79,51,2,72,36
5229,Sanya,42,Male,Graduation,Music,46,36,43,10,91,57,33,34,27
5230,Krishna,98,Female,Graduation,Music,92,89,1,10,64,26,82,83,45
5238,Arjun,98,Female,School,Writing,43,5,16,39,99,82,22,92,45
5245,Krishna,78,Female,Graduation,Traveling,78,99,98,93,48,48,82,77,58
5257,Aditya,48,Male,School,Sports,82,66,99,94,66,1,97,65,40
5260,Arjun,14,Male,School,Cooking,74,93,31,86,89,43,43,81,34
5276,Sanya,22,Female,School,Sports,12,71,24,27,40,98,71,34,79
5280,Vivaan,98,Male,Graduation,Traveling,81,2,86,9,89,56,80,65,22
5288,Sai,62,Male,Post Graduation,Traveling,47,50,89,67,30,7,20,5,69
5291,Rohan,67,Male,Graduation,Writing,60,80,40,62,20,4,6,21,0
5292,Rohan,2,Male,Post Graduation,Gaming,66,35,53,41,25,80,60,36,85
5296,Tanvi,38,Female,Graduation,Painting,47,10,89,12,82,68,5,78,61
5300,Aanya,48,Female,Graduation,Cooking,65,3,87,38,8,71,35,44,55
5308,Ishita,21,Female,Post Graduation,Writing,32,99,73,61,69,8,53,10,52
5311,Vihaan,6,Male,Post Graduation,Music,46,15,64,17,7,18,81,81,59
5312,Rohan,16,Male,School,Writing,14,61,11,82,67,93,38,6,29
5317,Myra,1,Female,Post Graduation,Dancing,84,16,84,33,11,66,51,56,53
5331,Sai,67,Female,School,Photography,89,8,30,57,69,38,16,83,77
5332,Sanya,17,Female,Graduation,Cooking,49,87,61,97,83,68,99,70,1
5333,Diya,53,Male,School,Music,71,22,33,47,70,97,83,15,49
5336,Aarav,80,Male,Graduation,Gaming,85,18,6,6,27,78,20,59,38
5347,Diya,36,Female,Post Graduation,Writing,95,91,62,48,33,0,89,96,49
5351,Rohan,72,Male,Graduation,Writing,18,56,57,32,54,17,40,20,66
5360,Aarav,41,Male,Post Graduation,Painting,0,23,52,83,89,99,99,54,24
5361,Aditya,77,Female,Graduation,Sports,57,38,1,12,82,80,89,98,62
5365,Sanya,49,Male,Graduation,Cooking,57,23,27,47,41,86,81,68,75
5367,Krishna,91,Female,Post Graduation,Cooking,70,86,10,1,88,53,29,66,46
5373,Arjun,19,Female,School,Sports,68,79,24,31,9,66,99,86,27
5385,Tanvi,22,Male,Post Graduation,Traveling,87,87,57,63,5,24,58,99,14
5387,Priya,64,Female,Graduation,Music,14,38,16,95,54,94,29,14,7
5394,Vihaan,73,Female,Graduation,Traveling,12,51,95,3,51,53,35,44,28
5396,Ishita,30,Male,School,Photography,21,77,19,14,92,18,96,34,18
5399,Riya,57,Female,School,Reading,19,66,23,98,90,15,98,24,71
5401,Rohan,33,Female,Post Graduation,Music,37,48,70,49,58,46,36,72,82
5403,Aarav,98,Male,Post Graduation,Music,17,39,33,8,21,90,33,7,53
5411,Diya,16,Female,Graduation,Photography,84,60,86,20,86,27,49,9,80
5436,Aanya,85,Male,School,Painting,80,94,17,45,6,5,75,62,4
5441,Aanya,9,Male,Graduation,Sports,35,73,58,18,67,64,27,31,4
5442,Vivaan,40,Male,Post Graduation,Traveling,33,3,62,49,77,80,40,6,48
5449,Aditya,66,Male,Post Graduation,Traveling,95,0,60,12,83,90,58,65,32
5451,Aditya,64,Male,Post Graduation,Writing,96,85,25,53,35,100,48,25,65
5457,Sanya,79,Male,Graduation,Cooking,33,57,68,53,36,68,56,93,84
5464,Aanya,21,Female,Graduation,Cooking,55,24,32,73,22,81,52,80,72
5466,Tanvi,49,Male,School,Cooking,61,67,96,99,58,80,18,40,74
5473,Priya,47,Male,School,Cooking,11,92,30,96,71,20,14,57,59
5475,Diya,1,Female,School,Sports,17,100,47,18,64,82,65,8,58
5481,Tanvi,69,Male,Graduation,Gaming,89,87,98,49,90,67,76,36,10
5487,Riya,12,Female,School,Cooking,45,19,5,26,46,4,20,91,48
5491,Aryan,9,Female,Graduation,Cooking,78,42,37,87,95,97,0,93,90
5501,Myra,52,Female,Post Graduation,Music,3,37,76,78,77,12,90,48,88
5505,Aditya,72,Male,School,Traveling,14,22,50,81,40,23,58,30,100
5512,Diya,43,Male,Post Graduation,Painting,17,20,42,70,28,27,59,84,29
5516,Zara,98,Male,School,Dancing,55,34,88,94,28,56,29,81,24
5520,Aditya,59,Female,Post Graduation,Painting,5,23,3,6,31,91,50,26,69
5526,Aditya,42,Female,Post Graduation,Gaming,91,82,1,76,37,0,27,67,98
5542,Rohan,95,Male,School,Traveling,19,100,86,22,7,72,59,4,22
5543,Aditya,8,Male,School,Gaming,54,55,38,17,42,97,58,52,69
5545,Ananya,6,Female,Post Graduation,Cooking,75,41,12,48,12,83,29,100,60
5549,Krishna,23,Female,School,Reading,68,58,59,93,48,57,77,43,90
5553,Ishita,91,Male,School,Writing,80,55,11,80,85,33,67,81,48
5556,Rohan,35,Male,Post Graduation,Cooking,47,28,78,79,18,10,3,36,37
5561,Priya,87,Male,Graduation,Photography,55,45,35,75,12,99,2,84,24
5566,Aditya,20,Male,School,Painting,87,17,97,63,23,6,70,36,19
5569,Vihaan,62,Female,School,Photography,63,32,11,80,19,37,66,57,84
5572,Vihaan,91,Female,Graduation,Sports,4,63,22,27,99,7,72,46,21
5574,Ananya,73,Female,Post Graduation,Reading,52,39,47,37,73,33,76,69,66
5576,Priya,85,Male,Post Graduation,Photography,63,91,5,82,36,69,48,62,75
5578,Ishita,40,Female,Post Graduation,Reading,82,55,78,47,79,45,24,30,26
5583,Ishita,78,Male,School,Gaming,20,50,82,54,5,16,8,92,63
5585,Aarav,52,Female,Post Graduation,Music,12,75,46,79,37,51,36,15,6
5590,Tanvi,71,Male,Post Graduation,Cooking,47,33,45,56,88,4,33,30,97
5596,Krishna,51,Male,School,Dancing,36,2,94,63,1,97,25,81,76
5599,Aanya,15,Male,Graduation,Sports,16,72,85,58,51,16,14,64,35
5606,Riya,82,Female,Post Graduation,Reading,27,14,87,43,83,93,41,16,93
5614,Aarav,65,Female,School,Dancing,14,43,20,61,12,45,89,48,93
5617,Vihaan,26,Male,School,Cooking,55,58,49,18,32,35,2,90,58
5623,Rohan,22,Male,School,Cooking,6,47,65,29,58,84,57,11,89
5625,Zara,49,Male,School,Dancing,93,5,86,91,35,78,39,12,8
5627,Arjun,99,Male,Graduation,Reading,46,98,31,66,31,82,45,47,11
5628,Aanya,98,Male,Post Graduation,Writing,89,70,27,51,99,29,98,49,84
5639,Kabir,50,Female,Post Graduation,Music,100,90,2,55,78,22,51,58,19
5641,Riya,69,Male,Graduation,Painting,13,30,77,100,25,16,35,40,63
5644,Tanvi,91,Female,School,Music,67,78,88,98,20,14,19,44,18
5650,Krishna,48,Female,Post Graduation,Painting,36,74,11,7,76,25,88,80,21
5651,Kabir,54,Female,Graduation,Music,15,82,34,20,59,9,88,64,40
5654,Vivaan,83,Female,School,Painting,1,64,66,20,45,93,34,57,2
5661,Arjun,15,Female,Graduation,Reading,40,69,42,45,46,28,71,80,81
5675,Ananya,42,Female,Post Graduation,Photography,43,25,31,69,41,100,82,27,35
5678,Sai,87,Female,School,Photography,58,10,66,97,71,74,64,89,72
5687,Aanya,54,Male,Graduation,Writing,47,25,14,77,55,32,76,72,14
5693,Aryan,56,Female,Graduation,Photography,25,21,2,69,96,35,70,52,49
5704,Krishna,39,Male,School,Dancing,95,13,44,90,29,27,2,22,35
5707,Priya,30,Female,School,Painting,3,42,19,22,90,99,11,72,48
5713,Zara,6,Female,School,Reading,26,4,7,61,82,85,63,80,57
5714,Sai,71,Female,Graduation,Traveling,43,90,69,10,85,14,79,28,54
5725,Vivaan,67,Female,Graduation,Traveling,61,68,51,44,48,18,41,71,19
5733,Ananya,35,Female,Post Graduation,Reading,12,91,95,6,20,8,60,39,86
5734,Aryan,81,Female,School,Dancing,97,81,99,68,54,69,44,8,44
5738,Tanvi,81,Female,Post Graduation,Traveling,30,15,15,39,7,25,53,21,37
5741,Vihaan,35,Female,Post Graduation,Cooking,30,60,41,88,49,64,34,39,26
5765,Diya,14,Female,Post Graduation,Sports,12,15,57,29,2,36,98,56,80
5766,Ishita,86,Male,School,Sports,48,64,52,57,52,28,41,46,92
5773,Rohan,50,Male,Post Graduation,Writing,70,84,2,28,5,13,80,35,100
5779,Arjun,24,Female,School,Dancing,65,89,50,100,3,72,73,22,73
5781,Kabir,37,Male,Graduation,Photography,28,6,45,36,7,14,89,19,4
5789,Vihaan,90,Female,School,Photography,1,100,39,33,51,32,28,3,37
5800,Ananya,55,Female,School,Cooking,13,85,7,33,57,39,75,6,39
5807,Aanya,38,Female,School,Gaming,75,80,45,74,50,3,58,83,46
5810,Aarav,41,Male,Post Graduation,Painting,84,65,12,72,93,80,12,73,65
5814,Rohan,42,Male,School,Traveling,64,17,33,77,52,20,17,76,24
5815,Ishita,17,Male,Post Graduation,Gaming,78,21,63,80,61,28,76,11,76
5817,Sanya,97,Male,Post Graduation,Writing,22,60,85,63,86,90,75,21,36
5826,Krishna,53,Male,School,Sports,16,61,29,19,27,86,87,51,67
5834,Arjun,31,Female,Post Graduation,Traveling,99,17,1,26,3,99,15,67,92
5842,Ishita,21,Female,School,Painting,47,12,78,18,44,92,85,6,79
5843,Ananya,90,Female,Post Graduation,Music,60,23,100,15,64,14,65,57,94
5844,Sai,45,Male,School,Sports,10,28,33,74,67,21,39,19,60
5859,Kabir,21,Male,School,Writing,97,90,17,24,47,75,34,24,84
5861,Priya,33,Male,Post Graduation,Cooking,32,73,75,27,89,48,97,73,49
5862,Myra,37,Female,Post Graduation,Music,8,21,66,42,78,78,52,72,50
5863,Ananya,3,Male,Post Graduation,Reading,80,99,7,33,6,18,13,77,37
5872,Kabir,36,Male,Post Graduation,Cooking,36,24,71,80,12,58,9,95,60
5873,Vivaan,30,Female,Post Graduation,Gaming,59,94,32,73,86,24,7,0,95
5877,Ishita,98,Female,Graduation,Painting,78,25,0,6,78,84,80,12,42
5880,Ishita,42,Male,School,Reading,34,27,92,50,65,84,65,85,30
5884,Vihaan,50,Female,Post Graduation,Sports,78,22,67,83,62,45,22,64,79
5887,Myra,13,Male,School,Writing,10,99,56,94,51,68,38,30,15
5888,Zara,50,Male,Post Graduation,Music,66,63,29,15,87,66,73,16,38
5897,Tanvi,45,Female,Graduation,Photography,65,43,14,3,44,4,63,54,68
5899,Ishita,79,Male,Post Graduation,Writing,9,83,10,54,27,56,57,12,65
5901,Ishita,16,Male,School,Writing,5,64,9,3,47,55,10,32,84
5907,Rohan,98,Female,School,Sports,0,57,27,88,3,76,74,56,44
5909,Myra,31,Female,Graduation,Gaming,29,82,0,55,1,29,64,70,94
5916,Diya,53,Female,School,Sports,35,28,58,94,85,77,64,32,83
5920,Kabir,78,Female,School,Sports,2,77,0,28,41,5,47,48,0
5925,Aditya,92,Male,School,Music,84,48,18,37,80,89,19,8,21
5926,Vivaan,62,Female,Post Graduation,Writing,95,86,64,50,79,13,50,31,66
5929,Arjun,94,Female,School,Traveling,2,46,88,25,36,96,53,16,74
5931,Vihaan,23,Female,School,Painting,30,65,56,36,55,57,69,61,80
5947,Arjun,19,Female,School,Reading,26,25,89,56,33,46,62,89,66
5951,Sanya,22,Male,Post Graduation,Dancing,2,82,12,23,37,11,38,52,18
5954,Zara,46,Female,Graduation,Sports,54,21,54,65,15,85,48,19,0
5957,Aditya,77,Male,Graduation,Reading,22,37,65,75,45,98,50,48,90
5972,Riya,65,Female,Post Graduation,Cooking,37,70,49,4,54,31,96,25,77
5975,Riya,30,Female,Post Graduation,Reading,27,45,17,2,6,4,16,8,54
5976,Priya,30,Male,School,Writing,58,10,58,52,53,58,66,0,13
5978,Riya,81,Male,Post Graduation,Gaming,76,37,85,73,67,45,42,70,67
5981,Arjun,25,Female,School,Dancing,16,46,56,4,95,33,85,18,31
5996,Kabir,21,Male,Graduation,Reading,42,13,91,70,98,51,99,2,24
5999,Zara,72,Female,School,Dancing,11,7,91,39,96,17,20,44,2
6000,Zara,40,Female,Graduation,Painting,17,64,64,36,62,76,66,4,66
6003,Zara,32,Female,Post Graduation,Painting,77,62,96,56,93,43,38,52,90
6007,Vihaan,9,Male,Post Graduation,Painting,7,18,80,49,4,53,69,25,60
6019,Aanya,74,Female,Post Graduation,Traveling,94,62,60,47,78,2,37,41,4
6022,Ananya,9,Female,Graduation,Reading,56,83,73,35,24,88,19,43,61
6025,Riya,22,Male,Graduation,Dancing,40,63,20,4,27,26,85,87,67
6030,Myra,54,Female,Post Graduation,Photography,14,40,0,60,98,17,81,19,28
6043,Myra,23,Male,Post Graduation,Traveling,4,60,4,9,59,98,86,0,71
6047,Arjun,78,Male,Post Graduation,Photography,10,91,45,78,5,16,88,87,35
6048,Tanvi,55,Female,School,Traveling,78,80,18,9,70,89,40,93,10
6056,Kabir,72,Male,School,Traveling,99,88,81,12,87,36,48,53,61
6063,Aanya,53,Female,School,Sports,13,82,4,33,97,52,84,18,34
6064,Sanya,34,Male,Post Graduation,Sports,37,25,28,32,12,79,60,70,99
6067,Aditya,91,Female,School,Photography,39,10,19,52,50,10,71,92,78
6068,Arjun,19,Male,School,Cooking,23,84,11,7,75,13,17,80,10
6092,Vihaan,37,Female,School,Cooking,48,48,0,81,82,32,51,92,86
6101,Sai,54,Female,Post Graduation,Reading,17,18,28,89,43,81,88,92,26
6106,Vivaan,43,Female,Graduation,Photography,86,57,76,62,2,8,69,51,2
6107,Vivaan,84,Female,School,Dancing,27,49,63,29,82,93,71,99,13
6111,Riya,52,Female,Graduation,Gaming,18,51,80,24,26,1,29,12,31
6114,Sanya,47,Female,Graduation,Music,27,19,62,36,56,70,73,2,19
6117,Arjun,58,Male,Graduation,Writing,39,5,73,30,89,84,7,68,75
6119,Arjun,57,Female,School,Music,23,14,70,79,40,25,95,43,68
6120,Aditya,60,Female,School,Photography,46,25,54,83,34,63,78,59,66
6133,Aditya,28,Male,Graduation,Reading,20,8,35,25,76,2,77,11,89
6147,Tanvi,99,Male,Post Graduation,Gaming,23,63,64,5,18,0,96,8,93
6153,Sanya,96,Male,Post Graduation,Reading,16,0,21,42,2,34,62,50,67
6155,Vivaan,96,Female,Post Graduation,Writing,76,47,86,32,42,98,83,44,1
6156,Krishna,54,Male,Post Graduation,Dancing,57,96,87,67,45,43,39,68,57
6157,Rohan,67,Male,Graduation,Traveling,11,98,36,67,90,11,11,67,57
6173,Vivaan,53,Female,Graduation,Cooking,19,39,79,87,61,37,61,24,37
6185,Aditya,65,Male,School,Reading,56,89,11,8,18,45,75,76,6
6188,Tanvi,10,Female,Graduation,Reading,82,67,8,59,73,82,46,45,64
6196,Riya,25,Female,Graduation,Music,45,79,27,75,9,96,1,69,72
6206,Myra,13,Female,School,Gaming,10,36,35,100,14,39,6,49,80
6207,Aarav,61,Male,Post Graduation,Photography,28,23,76,29,38,14,20,61,66
6224,Aarav,9,Male,Post Graduation,Dancing,24,16,11,25,40,2,19,6,47
6230,Riya,7,Female,School,Sports,50,76,2,10,26,3,8,40,95
6240,Sai,58,Male,School,Dancing,8,66,95,6,21,28,24,56,39
6254,Riya,9,Male,Graduation,Dancing,46,23,91,70,8,39,38,14,81
6262,Sai,53,Male,School,Photography,15,92,65,1,64,69,19,28,3
6271,Sai,73,Female,School,Traveling,17,15,98,59,43,55,55,56,86
6273,Sanya,79,Male,Post Graduation,Sports,99,55,58,21,13,23,63,27,56
6275,Myra,71,Male,School,Sports,50,69,52,8,77,25,67,12,27
6277,Aarav,66,Male,Post Graduation,Painting,49,88,77,19,41,84,29,5,59
6294,Ishita,49,Male,Graduation,Reading,37,70,45,41,53,32,58,96,45
6296,Riya,91,Female,School,Writing,41,26,51,49,20,66,19,69,11
6310,Krishna,93,Female,School,Painting,40,49,95,13,74,63,34,46,17
6313,Aarav,72,Female,Graduation,Cooking,32,21,17,12,22,25,93,81,43
6323,Zara,91,Male,Graduation,Music,69,67,4,35,54,1,10,18,55
6333,Vivaan,21,Female,Graduation,Painting,55,93,92,56,28,34,10,36,7
6338,Aanya,79,Male,Post Graduation,Sports,47,10,27,17,39,37,77,15,19
6340,Priya,13,Male,School,Reading,95,19,28,3,77,1,60,88,74
6341,Kabir,70,Female,School,Music,82,47,42,26,47,71,45,81,0
6343,Vihaan,51,Female,Post Graduation,Sports,25,13,88,63,78,42,6,54,73
6353,Vivaan,34,Male,Post Graduation,Painting,68,4,80,31,13,14,95,68,47
6357,Vihaan,86,Female,School,Sports,13,57,13,26,58,85,10,0,34
6376,Vivaan,7,Male,School,Music,43,100,33,33,29,49,12,87,1
6383,Arjun,42,Male,Post Graduation,Music,4,2,48,33,35,38,24,84,83
6386,Krishna,42,Male,School,Dancing,64,47,65,91,11,84,59,69,7
6403,Tanvi,23,Male,School,Dancing,42,97,51,17,71,17,55,26,3
6405,Tanvi,79,Male,Post Graduation,Sports,2,56,2,10,54,11,50,44,2
6406,Krishna,88,Female,Post Graduation,Gaming,36,81,51,10,6,7,29,42,51
6408,Kabir,93,Female,Graduation,Sports,13,95,60,70,75,77,43,81,33
6413,Diya,98,Female,Graduation,Painting,61,58,26,57,58,47,38,56,74
6416,Riya,11,Male,Graduation,Cooking,13,15,8,79,98,20,31,15,78
6435,Ishita,66,Male,School,Writing,29,82,36,71,65,30,22,25,65
6438,Rohan,93,Male,School,Music,30,0,90,97,72,41,63,16,44
6440,Krishna,78,Female,Graduation,Traveling,52,4,38,27,93,18,65,62,51
6443,Arjun,27,Female,School,Traveling,32,21,62,80,46,63,21,51,17
6445,Vivaan,26,Female,Post Graduation,Sports,94,11,10,75,10,17,18,73,89
6450,Priya,49,Female,Graduation,Sports,15,30,17,64,28,85,98,29,10
6452,Aarav,59,Male,Post Graduation,Gaming,88,47,68,41,16,70,87,52,17
6478,Myra,33,Male,Graduation,Dancing,27,34,59,51,56,18,27,10,31
6481,Rohan,36,Male,Graduation,Photography,96,3,18,29,5,77,100,17,87
6482,Ananya,46,Female,Graduation,Traveling,42,100,65,53,73,93,94,100,35
6486,Aarav,83,Female,Post Graduation,Photography,83,4,65,27,96,4,66,32,46
6488,Krishna,84,Male,Graduation,Painting,77,17,25,70,50,41,4,97,77
6489,Rohan,52,Male,Graduation,Painting,36,98,70,8,82,33,23,93,71
6490,Aditya,27,Male,Post Graduation,Dancing,44,61,20,70,54,20,13,96,23
6494,Tanvi,55,Male,Post Graduation,Cooking,91,13,77,64,67,48,24,56,80
6496,Sai,10,Female,Post Graduation,Gaming,24,87,60,93,36,11,69,94,89
6501,Zara,39,Male,Graduation,Reading,2,94,74,94,13,85,32,26,11
6506,Tanvi,14,Male,School,Dancing,76,78,7,80,35,96,29,19,12
6510,Vihaan,92,Male,Post Graduation,Reading,6,66,47,1,90,92,25,61,73
6512,Priya,37,Female,School,Painting,90,45,48,79,93,2,42,92,40
6518,Aditya,68,Male,School,Photography,39,96,83,26,83,95,94,94,83
6522,Krishna,42,Male,School,Photography,52,34,32,48,16,1,92,11,44
6523,Aarav,62,Female,Graduation,Traveling,36,88,39,59,40,73,50,50,40
6525,Aarav,14,Male,School,Music,41,91,61,43,77,99,19,75,89
6527,Aryan,29,Female,School,Reading,69,36,0,61,90,8,64,13,23
6529,Aarav,94,Female,Post Graduation,Traveling,70,76,34,61,93,3,88,97,9
6531,Tanvi,52,Female,Graduation,Gaming,7,16,87,63,54,25,10,83,50
6532,Vihaan,1,Male,Graduation,Painting,46,93,40,4,29,18,15,72,71
6534,Diya,80,Male,Post Graduation,Reading,8,93,2,36,13,31,22,68,15
6535,Vihaan,46,Female,Post Graduation,Dancing,68,42,65,57,10,43,29,41,33
6537,Zara,24,Male,Graduation,Traveling,2,28,9,85,90,11,77,47,78
6538,Riya,40,Male,School,Music,91,90,31,99,93,53,59,12,75
6541,Aryan,61,Male,Graduation,Writing,87,68,85,11,33,44,92,17,51
6545,Diya,67,Male,Graduation,Traveling,45,10,23,43,6,59,100,58,78
6546,Diya,38,Male,School,Painting,98,70,85,66,57,9,97,10,75
6549,Arjun,93,Male,Graduation,Photography,94,6,33,79,5,19,44,60,71
6550,Sai,15,Female,Post Graduation,Sports,93,57,49,35,58,81,79,59,72
6552,Myra,23,Female,Graduation,Music,98,99,23,26,8,4,36,58,26
6555,Ananya,94,Female,School,Reading,61,91,25,60,6,58,97,81,96
6562,Arjun,62,Female,Post Graduation,Gaming,20,100,69,56,5,4,37,95,75
6568,Rohan,42,Male,Post Graduation,Music,25,93,7,77,29,98,37,80,2
6572,Sai,26,Male,Graduation,Gaming,89,83,40,35,66,38,49,83,89
6579,Aanya,8,Female,Graduation,Gaming,48,63,17,66,16,9,59,9,37
6580,Aarav,97,Female,Post Graduation,Traveling,75,69,41,43,33,47,19,91,51
6586,Vivaan,51,Male,School,Reading,94,50,82,71,9,23,91,41,4
6589,Diya,32,Male,School,Dancing,8,91,35,11,6,3,48,38,40
6599,Priya,83,Female,Graduation,Gaming,17,93,11,45,60,13,4,37,75
6603,Aarav,80,Female,Graduation,Music,4,6,96,2,13,0,2,22,92
6605,Myra,14,Female,Graduation,Reading,21,76,92,85,85,27,83,39,50
6608,Priya,16,Male,Graduation,Traveling,83,65,1,68,30,71,55,30,42
6611,Arjun,7,Male,School,Painting,68,78,92,72,12,46,78,39,75
6620,Riya,14,Female,Post Graduation,Writing,59,43,28,85,78,88,50,40,7
6623,Aditya,72,Female,Post Graduation,Writing,18,69,5,8,58,79,3,38,79
6624,Aanya,33,Female,Post Graduation,Painting,35,14,8,42,75,80,42,67,62
6633,Rohan,2,Male,Graduation,Dancing,36,42,52,20,52,92,57,33,19
6641,Zara,95,Female,School,Painting,86,97,22,73,64,39,57,28,72
6646,Aarav,75,Male,Post Graduation,Sports,38,90,85,48,88,75,40,49,60
6648,Rohan,48,Female,Post Graduation,Traveling,56,65,49,11,50,74,48,90,36
6651,Krishna,98,Male,Post Graduation,Reading,60,93,54,66,92,7,45,88,78
6658,Vivaan,2,Female,School,Reading,58,62,88,8,42,3,39,1,80
6660,Sanya,59,Female,School,Music,52,47,19,12,95,74,22,27,95
6665,Myra,43,Male,School,Music,50,96,86,99,64,72,83,83,23
6668,Kabir,23,Male,Post Graduation,Painting,51,33,84,40,30,14,28,6,70
6671,Zara,68,Male,School,Writing,35,35,53,14,95,67,67,89,23
6678,Sai,51,Female,Graduation,Painting,54,94,17,62,19,44,9,35,1
6682,Zara,63,Female,Post Graduation,Cooking,89,94,53,96,4,44,94,35,11
6684,Tanvi,91,Male,Post Graduation,Gaming,34,1,26,15,91,24,62,31,88
6685,Krishna,1,Male,Graduation,Cooking,34,45,60,7,25,65,17,70,20
6693,Aryan,10,Female,School,Traveling,38,61,80,94,97,70,23,52,29
6704,Aditya,88,Female,Post Graduation,Traveling,42,75,66,33,50,30,37,55,22
6710,Aditya,46,Female,School,Cooking,95,66,19,14,19,33,54,13,4
6715,Ananya,47,Male,School,Traveling,100,79,8,83,55,68,65,63,16
6717,Rohan,79,Male,Graduation,Gaming,64,18,98,98,27,74,64,71,59
6718,Zara,19,Female,Graduation,Cooking,70,12,5,44,77,45,13,55,61
6720,Aarav,4,Female,Post Graduation,Gaming,41,56,96,82,4,55,15,55,93
6724,Arjun,99,Male,Post Graduation,Gaming,84,78,35,90,48,62,37,59,13
6727,Aarav,15,Female,School,Music,46,7,32,9,60,75,43,76,96
6728,Ananya,58,Female,Graduation,Music,45,42,54,63,34,78,63,2,72
6730,Priya,48,Male,Graduation,Photography,31,21,86,51,26,9,47,10,65
6735,Kabir,48,Female,Post Graduation,Sports,29,100,18,79,6,7,59,19,15
6743,Krishna,59,Male,Post Graduation,Music,56,12,95,24,96,72,78,9,65
6744,Ananya,49,Female,School,Traveling,5,67,6,36,0,57,27,12,34
6748,Arjun,58,Male,School,Music,49,84,47,56,30,67,11,2,57
6755,Kabir,14,Male,School,Sports,6,36,72,78,23,69,97,35,59
6756,Arjun,20,Male,School,Painting,62,93,83,82,94,25,39,15,54
6759,Aanya,5,Male,School,Writing,64,48,72,68,77,14,0,9,37
6761,Ananya,6,Female,Post Graduation,Cooking,38,83,51,18,12,8,97,75,31
6770,Priya,5,Male,Graduation,Music,68,73,3,55,34,100,34,9,89
6771,Riya,6,Male,School,Photography,5,79,59,13,100,45,57,72,21
6774,Myra,51,Female,Graduation,Cooking,68,0,29,73,44,9,29,24,24
6776,Rohan,39,Male,Graduation,Music,67,59,57,8,12,18,53,1,81
6777,Sanya,96,Female,Graduation,Gaming,36,91,58,83,76,23,35,55,87
6787,Tanvi,38,Male,Graduation,Traveling,30,29,50,37,17,6,98,69,86
6791,Ananya,46,Male,Graduation,Music,79,52,3,37,94,2,42,2,98
6804,Aanya,94,Female,Graduation,Gaming,80,48,63,63,86,83,95,73,70
6825,Sanya,47,Female,Post Graduation,Reading,26,22,59,81,82,74,95,39,95
6827,Vihaan,23,Male,Post Graduation,Cooking,37,91,94,19,41,33,18,23,38
6828,Ananya,28,Female,School,Photography,38,42,71,16,53,52,98,59,12
6835,Vivaan,8,Female,Post Graduation,Traveling,16,94,71,46,91,73,55,32,23
6836,Riya,45,Male,Post Graduation,Reading,76,83,3,50,5,17,8,47,4
6843,Priya,89,Female,Post Graduation,Traveling,58,52,9,47,46,59,22,91,22
6844,Ishita,39,Female,School,Sports,81,74,96,93,14,19,44,42,94
6845,Aarav,12,Male,School,Sports,94,13,19,63,15,5,71,76,25
6852,Priya,3,Male,Graduation,Reading,92,42,78,52,93,26,9,62,48
6867,Priya,23,Female,Graduation,Photography,12,40,93,87,66,13,5,100,32
6872,Kabir,19,Male,Graduation,Reading,21,5,50,40,14,39,93,84,88
6876,Zara,77,Male,Post Graduation,Dancing,91,39,30,18,9,45,28,45,92
6877,Vivaan,80,Male,Post Graduation,Dancing,75,71,98,81,65,91,87,74,56
6879,Priya,34,Male,Graduation,Painting,64,23,73,1,61,89,36,44,57
6883,Ananya,87,Male,Graduation,Music,18,57,7,87,26,2,72,45,51
6885,Aanya,19,Male,Post Graduation,Painting,88,8,24,52,29,38,26,34,12
6889,Tanvi,96,Male,Post Graduation,Dancing,7,77,58,22,77,2,47,4,68
6890,Tanvi,54,Female,Post Graduation,Traveling,57,9,34,26,22,20,83,3,44
6891,Ishita,74,Female,Post Graduation,Traveling,43,16,17,82,71,49,48,9,96
6894,Aryan,45,Male,School,Photography,50,25,45,52,45,83,86,81,39
6896,Kabir,58,Female,School,Painting,11,50,21,50,83,2,4,9,44
6898,Priya,45,Male,Graduation,Reading,31,3,67,62,47,85,50,83,81
6903,Zara,33,Male,Post Graduation,Reading,21,13,69,94,2,62,8,12,17
6910,Aanya,83,Female,Post Graduation,Traveling,94,35,22,18,11,11,93,13,20
6911,Aryan,57,Male,School,Reading,60,61,12,42,69,71,46,25,77
